company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/KLD-Research,KLD Research,http://www.msci.com/products/esg/#,NY,,,,Finance & Investment, Finance & Investment,,,,"KLD  is an independent research firm providing authoritative sustainability research and indexes: Hundreds of clients worldwide use KLD  to integrate environmental, social and governance (ESG) criteria into investment decisions.",,,undocumented,"dataset.url,dataset.name
"
/Kabbage,Kabbage,https://www.kabbage.com/,GA,,,,, ,,,,Kabbage is a financial and data technology company that pioneered the use of unique yet compelling data sources to change the way small businesses obtain capital.,,,undocumented,"dataset.url,dataset.name
"
/Kaggle,Kaggle,http://www.kaggle.com,CA,,,,Data/Technology, Data/Technology,,,,Kaggle is a community of data scientists who compete with each other to solve complex data science problems; top competitors get invited to consult on projects from some of the world’s biggest companies through Kaggle Connect.,,,undocumented,"dataset.url,dataset.name
"
/Kaiser-Permanante,Kaiser Permanante,https://healthy.kaiserpermanente.org/html/kaiser/index.shtml,CA,,,,Healthcare, Healthcare,,,,"Kaiser's mission is to improve the health of its members and the communities it serves, by creating safe, healthy environments and providing care and coverage for all.",,,undocumented,"dataset.url,dataset.name
"
/Kayak,Kayak,http://www.kayak.com,CT,,,,Transportation, Transportation,,,,"Kayak is a tech company focused on making online travel better, started by co-founders of Expedia, Travelocity and Orbitz to take a different approach",,,undocumented,"dataset.url,dataset.name
"
/Knewton,Knewton,http://www.knewton.com,NY,,,,Education, Education,,,,"Knewton is a leading adaptive learning company, which partners with pioneering learning companies, publishers, content providers, and educational institutions to enable personalization at massive scale.",,,undocumented,"dataset.url,dataset.name
"
/Knowledge-Partners,Knowledge Partners,http://www.knowledge-partners.com,NJ,,,,Research & Consulting, Research & Consulting,,,,"For 15 years Knowledge Partners has done research for multinational corporations and government departments and agencies around the world; its projects generally include research, strategic analysis and insights workshops.",,,undocumented,"dataset.url,dataset.name
"
/KredStreetcom,KredStreet.com,http://KredStreet.com,NY,,,,Finance & Investment, Finance & Investment,,,,KredStreet has built a proprietary sentiment engine which 'listens' to stock trader chatter on social media.,,,undocumented,"dataset.url,dataset.name
"
/Kwhours,kWhOURS,http://www.kwhours.com,MA,,,,Housing/Real Estate, Housing/Real Estate,,,,This company provides tablet-based software and cloud-based management tools to make building professionals more efficient and effective,,,undocumented,"dataset.url,dataset.name
"
/Kyruus,Kyruus,http://kyruus.com,MA,,,,Healthcare, Healthcare,,,,"Kyruus provides Patient Access & Referral Management solutions that enable hospital systems to precisely match patient demand to provider supply, engender patient retention and loyalty, and maximize staff productivity.",,,undocumented,"dataset.url,dataset.name
"
/Lawdragon,Lawdragon,http://lawdragon.com,"New York, NY",2005,11,Private,,Consumer research and/or marketing,"Education, Other","Advertising, Subscriptions, Data management and analytic services","Lawdragon is a legal news website with an annual magazine that provides coverage of high-profile legal matters and the attorneys handling them. Our best-known editorial feature is the ""Lawdragon 500 Leading Lawyers,"" our annual lawyers-of-the-year guide that we believe is the most elite distinction in the profession. We also report on international justice developments and have done in-depth features on human rights cases in South Africa, the former Yugoslavia and Rwanda.

Our site also offers a free database of lawyers that lets companies and individuals search for and fill out evaluations of legal professionals, and provides a platform for lawyers to promote their services. 

This fall, we are building a new site on legal education that will provide regular editorial coverage of law schools and a school-search function for prospective students that we will market as an alternative to the U.S. News & World Report rankings. This will also provide evaluations of schools and professors.",Lawdragon provides legal news and information about lawyers and law schools to consumers and others who need high-quality information to make informed choices.,Lawdragon is passionate about sharing high-quality news and information about legal professionals and organizations to create qualitative search results as an alternative to the dominant pay-driven model. We strive to enhance the legal profession and access to justice by providing free information on lawyers and law schools.,"Lawdragon generates revenue from a multi-faceted business model which includes advertising sales, online profile placements and other services which support the legal community.  Much of this revenue is renewable annually.",questionnaire,"dataset.url,dataset.name
http://www.calbar.ca.gov/Public.aspx,Databases of Licensed Lawyers
http://www.pacer.gov/,http://www.pacer.gov/
"
/LegCyte,(Leg)Cyte,http://www.legcyte.com,DC,,,,Governance, Governance,,,,LegCyte leverages technology to make legislation easier to understand and generates legislative insight and analytics and makes information sharing simple.,,,undocumented,"dataset.url,dataset.name
"
/Legal-Information-Institute,Legal Information Institute*,http://www.law.cornell.edu,NY,,,,Business & Legal Services, Business & Legal Services,,,,"The Legal Information Institute at Cornell Law School [LII] is a not-for-profit group that believes everyone should be able to read and understand the laws that govern them, without cost.",,,undocumented,"dataset.url,dataset.name
"
/LegiNation-Inc,"LegiNation, Inc.",http://LegiNation.com,"Los Angeles, CA",2011,5,Private,,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental, Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Trade, Transportation, Telecom, Weather, Other",Subscriptions,"LegiNation, Inc. was founded with the goal of making state level legislation more readily available to the professionals who need it, and even more importantly to the public at large. We are building products and websites to spark a renaissance in American politics, leveraging the internet to create the dialog so desperately needed amongst our elected officials, legislative professionals, and everyday citizens.

BillTrack50 is available for everyone to research state and federal legislation and legislators any time, for free. We believe there are lots of smart people with great ideas about the challenges facing the United States today. Our goal is to help them become informed about what their government is doing, and to connect with their representatives to offer their insights and knowledge where and when they are needed. Together we can build a country that works for everyone. Really, it's not hopeless, we can do it!

BillTrack50 also provides simple, elegant tools for tracking and sharing bills, as a subscription service. These tools are appropriate for professionals and organizations who need to keep on top of legislative developments, and keep others (and /or the public) informed about bills as they progress through the process.","LegiNation, Inc. was founded with the goal of making state level legislation more readily available to the professionals who need it, and even more importantly to the public at large.","In addition to having paying customers like Apple and BIPAC, we have had over 8,000 individuals registered to use our site and look up legislation about issues that matter to them.  We passed 1,000,000 bills read on our site in late 2013, which we are very proud of.  We feel that kind of engagement shows people are interested in what their government is up to.",Not answered by company,questionnaire,"dataset.url,dataset.name
"
/LegiStorm,LegiStorm,http://www.legistorm.com/,DC,,,,, ,,,,"LegiStorm launched in 2006 to bring valuable information about the people of Congress to the public, becoming widely known by being the only online source for staff salaries, financial disclosures, trips, gifts and earmarks.",,,undocumented,"dataset.url,dataset.name
"
/Lending-Club,Lending Club,https://www.lendingclub.com,CA,,,,Finance & Investment, Finance & Investment,,,,Lending Club is an online financial community that brings together creditworthy borrowers and savvy investors so that both can benefit financially - providing an alternative to the high cost and complexity of bank lending.,,,undocumented,"dataset.url,dataset.name
"
/Level-One-Technologies,Level One Technologies,http://www.levelonetechnologies.com,MO,,,,Data/Technology, Data/Technology,,,,Level One Technologies develops powerful web based applications that help businesses become more efficient and profitable.,,,undocumented,"dataset.url,dataset.name
"
/Leventis-Labs,Leventis Labs,http://www.leventislabs.com,CA,,,,Research & Consulting, Research & Consulting,,,,Leventis Labs provides product development consulting services primarily for new ventures and early-stage companies.,,,undocumented,"dataset.url,dataset.name
"
/LexisNexis,LexisNexis,http://www.lexisnexis.com/en-us/home.page,NY,,,,Business & Legal Services, Business & Legal Services,,,,"LexisNexis is a leading provider of content-enabled workflow solutions designed specifically for professionals in the legal, risk management, corporate, government, law enforcement, accounting, and academic markets.",,,undocumented,"dataset.url,dataset.name
"
/Lexmark-Solutions,Lexmark Solutions,http://www.lexmark.com/en_US/solutions/,KY,,,,Data/Technology, Data/Technology,,,,Lexmark has a history of research and development focused on connecting unstructured print and digital information across an enterprise.,,,undocumented,"dataset.url,dataset.name
"
/Liberty-Mutual-Insurance-Cos,Liberty Mutual Insurance Cos.,http://www.libertymutual.com,MA,,,,Insurance, Insurance,,,,Liberty Mutual Insurance provides a broad range of insurance products and services.,,,undocumented,"dataset.url,dataset.name
"
/LibertyBell-Law-Group,LibertyBell Law Group,http://libertybelllaw.com,CA,,,,Business & Legal Services, Business & Legal Services,,,,"LibertyBell Law Group's federal and criminal lawyers, criminal law specialists and experts are a collaborative team of lawyers from across the country..",,,undocumented,"dataset.url,dataset.name
"
/Lilly-Open-Innovation-Drug-Discovery,Lilly Open Innovation Drug Discovery,https://openinnovation.lilly.com/dd/,IN,,,,Scientific Research, Scientific Research,,,,"By providing a platform for idea-sharing, Open Innovation Drug Discovery lowers the barrier for collaborations between investigators working inside and outside an organization.",,,undocumented,"dataset.url,dataset.name
"
/Liquid-Robotics,Liquid Robotics,http://liquidr.com,CA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"Liquid Robotics provides ocean data services with Wave Glider, a wave powered marine robot designed to help address climate change, national security, hurricane and tsunami warning, and offshore energy and resource management.",,,undocumented,"dataset.url,dataset.name
"
/Locavore-,Locavore ,http://www.getlocavore.com,WI,,,,Food & Agriculture, Food & Agriculture,,,,"Locavore enables users to find local, in-season food at nearby farmers' markets and farms.",,,undocumented,"dataset.url,dataset.name
"
/Lockheed-Martin,Lockheed Martin,http://www.lockheedmartin.com,TX,,,,Data/Technology, Data/Technology,,,,"Lockheed Martin is the largest provider of IT services, systems integration, and training to the U.S. Government.",,,undocumented,"dataset.url,dataset.name
"
/LogixData,LogixData,http://www.logixdata.com,CA,,,,Governance, Governance,,,,"LogixData’s has been an innovator in artificial intelligence engines that can digitally read, translate, and structure global regulatory data.",,,undocumented,"dataset.url,dataset.name
"
/LoopNet,LoopNet,http://www.loopnet.com,CA,,,,Housing/Real Estate, Housing/Real Estate,,,,"LoopNet enables users to search listings, research properties, and list availabilities for commercial real estate.",,,undocumented,"dataset.url,dataset.name
"
/LoseItcom,LoseIt.com,http://loseit.com,MA,,,,Lifestyle & Consumer, Lifestyle & Consumer,,,,Lose It! uses proven principles of weight loss (tracking and peer support) to help people manage their weight and improve their health.,,,undocumented,"dataset.url,dataset.name
"
/Lucid,Lucid,http://www.luciddesigngroup.com,"Oakland, CA",2004,30,Private,,Energy Management,"Energy, Environmental , Housing/Real Estate","Subscriptions, Software licensing",Lucid pioneered the concept of real-time feedback on energy and water use delivered on the web to save energy and save money in commercial buildings. Lucid's next endeavor is to transform the energy management industry with an operating system for buildings.,Lucid provides revolutionary energy management tools for commercial buildings.,"Number of buildings served, number of users and aggregate load (megawatts) are important metrics.We have thousands of buildings in North America.","We have 30 employees, raised $1.5M in capital and are breakeven.",questionnaire,"dataset.url,dataset.name
,NOAA weather data across the U.S.
,EPA/DOE electricity cost and emissions data by state
"
/M1T,M1T,http://www.m1tnews.com/!,"New York, NY",2009,,Private,,Data management and analysis,"Energy, Environmental , Telecom, Weather",Other,To analyze weather data and the effectiveness of weather controls,"M1T is an American business focused on creating growth opportunities by making significant contributions within the Healthcare, Hospitality, Media, and Technology industries.",Saving lives,"1M a year, very little startup investment",questionnaire,"dataset.url,dataset.name
"
/MArch-Architects,M.Arch Architects,http://marcharch.com,NY,,,,Housing/Real Estate, Housing/Real Estate,,,,M.Arch Architects is a firm of architects and designers that use technology to mobililize and communicate its clients' ideas.,,,undocumented,"dataset.url,dataset.name
"
/Mango-Transit,Mango Transit,http://www.windowsphone.com/en-us/store/app/mango-transit/34083d75-dca6-4631-99be-4f9a3813dd73,WA,,,,Geospatial/Mapping, Geospatial/Mapping,,,,Mango Transit is an advanced public transit app for Windows Phone.,,,undocumented,"dataset.url,dataset.name
"
/MapBox,MapBox,http://mapbox.com,"Washington, DC",2011,35,Private,,Software Development/Cloud Services,Geospatial data/mapping,"Subscriptions, Philanthropy (foundations","MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web. On MapBox.com you can sign up and create a map within minutes, then simply embed the map via copy / paste on the web or build complex applications for web or mobile with it. Power anything from the contact page on a small blog to data visualizations of billions of datapoints to base maps for massive traffic on large scale sites. We started MapBox to make it easy for anyone to design and publish a beautiful custom map. Our platform gives developers the power to make maps that embody their product and brand. MapBox helps you find bars on foursquare, search for hotels on Hipmunk, and organize notes in Evernote. With our global, autoscaling infrastructure and cross-device compatibility, integrating our maps into your apps is easy even if you have millions of users. Over the last 3 years our team of dedicated cartographers, data analysts, and software engineers has built our entire stack using open source software and open data.",MapBox is an open source platform for designing and publishing maps and geo data for both mobile and on the web.,"At MapBox we believe the future is open. This belief inspires our actions and contributions to several open source projects, like Mapnik and OpenStreetMap, a global, collaborative effort to create a free and universal map of the world. Every day, thousands of volunteers improve OpenStreetMap, fixing mistakes and adding new data.","MapBox is growing fast. We have 2,000+ paid subscribers of our hosting service, and tens of thousands of free users using and experimenting with MapBox. A grant from the Knight Foundation allowed us to improve tools to edit OpenStreetMap, bringing in a wave of new contributors and improving this open map data that we - and many others - use in our basemap. Besides that, we have been fully bootstrapped.",questionnaire,"dataset.url,dataset.name
http://www.fsa.usda.gov/FSA/apfoapp?area=home&subject=prog&topic=nai,http://www.fsa.usda.gov/FSA/apfoapp?area=home&subject=prog&topic=nai
http://landsat.usgs.gov,http://landsat.usgs.gov
"
/MapQuest,MapQuest,http://www.mapquest.com,CO,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"As a top 20 website, MapQuest helps more than 40MM people per month, providing tools for Internet and mobile users, developers, and businesses.",,,undocumented,"dataset.url,dataset.name
"
/MarinExplore,MarinExplore,http://marinexplore.com,CA,,,,Environment & Weather, Environment & Weather,,,,"MarinExplore provides seamless solutions for managing ocean data, analytics and collaboration.",,,undocumented,"dataset.url,dataset.name
"
/MarkLogic,MarkLogic,http://www.marklogic.com,CA,,,,Data/Technology, Data/Technology,,,,"MarkLogic offers a new generation database technology capable of handling any data, at any volume, in any structure.",,,undocumented,"dataset.url,dataset.name
"
/Marlin--Associates,Marlin & Associates,http://www.marlinllc.com,NY,,,,Finance & Investment, Finance & Investment,,,,"Marlin & Associates is a boutique financial and strategic advisory firm and investment bank advising U.S. and international companies that provide technology, digital information, and healthcare-related products and services.",,,undocumented,"dataset.url,dataset.name
"
/McGraw-Hill-Financial,McGraw Hill Financial,http://www.mhfi.com,NY,,,,Finance & Investment, Finance & Investment,,,,"McGraw Hill Financial is a high-growth, high-margin benchmarks, content and analytics company serving the capital and commodity markets.",,,undocumented,"dataset.url,dataset.name
"
/McKinsey,McKinsey,http://www.mckinsey.com,NY,,,,Research & Consulting, Research & Consulting,,,,"McKinsey & Company is a global management consulting firm that advises the world's leading businesses, governments, and institutions.",,,undocumented,"dataset.url,dataset.name
"
/MedWatcher,MedWatcher,https://medwatcher.org/login/,MA,,,,Healthcare, Healthcare,,,,"MedWatcher tracks and reports side effects of drugs, vaccines and medical devices.",,,undocumented,"dataset.url,dataset.name
"
/Mendeley,Mendeley,http://www.mendeley.com,NY,,,,Scientific Research, Scientific Research,,,,Mendeley is a dynamic global research collaboration platform that is helping academics improve their workflow and accelerate the pace of scientific discovery.,,,undocumented,"dataset.url,dataset.name
"
/Mercaris,Mercaris,http://www.mercariscompany.com,"Silver Spring, MD",2012,4,Private,,Data management and analysis,Agriculture,"Subscriptions, Data management and analytic services","Mercaris's mission is to enable growth in the sustainable and specialty agricultural sector by providing timely, accurate information about key market data.  This includes granular cash market price data, trade statistics, processing capacity, planted acreage and other information.  Mercaris also allows buyers & sellers to meet on-line to procure commodity crops and discover price.  This information has never before been available to market participants in an accessible, relevant manner.","Mercaris provides critical market data and on-line trading for organic, non-GMO, and other identity-preserved agricultural commodities and ingredients.","Our impact is measured in the reduction of transaction costs, and increased competitiveness of the organic, non-GMO and specialty commodity supply chain.  This benefits participants, from farmers to consumers.","Seed round investment of $800K raised from angel & institutional investors.  Early customers & strategic partners include, Whole Foods Market, Organic Valley, UNFI, Perdue Farms, etc.  We project $1m in revenue in 18 months.",questionnaire,"dataset.url,dataset.name
http://marketnews.usda.gov/portal/lg,AMS Market News Reports
http://www.fas.usda.gov/gats/ExpressQuery1.aspx,USDA Foreign Agricultural Service's Global Agricultural Trade System
"
/Merrill-Corp,Merrill Corp.,http://www.merrillcorp.com,MN,,,,Data/Technology, Data/Technology,,,,Merrill DataSite provides a secure virtual workspace service that optimizes collaboration and information management across enterprises.,,,undocumented,"dataset.url,dataset.name
"
/Merrill-Lynch,Merrill Lynch,http://www.ml.com/index.asp?id=7695_15125,NY,,,,Finance & Investment, Finance & Investment,,,,"Merrill Lynch is a provider of wealth management, securities trading and sales, corporate finance and investment banking services.",,,undocumented,"dataset.url,dataset.name
"
/MetLife,MetLife,https://www.metlife.com,NY,,,,Insurance, Insurance,,,,"MetLife, Inc. is a provider of insurance, annuities and employee benefit programs, serving 90 million customers.",,,undocumented,"dataset.url,dataset.name
"
/Mhealthcoach,mHealthCoach,http://mhealthcoach.com,IL,,,,Healthcare, Healthcare,,,,mHealthCoach strives to make a positive impact on the way that people think about chronic medical care.,,,undocumented,"dataset.url,dataset.name
"
/Microsoft,Microsoft,http://www.microsoft.com/en-us/news/inside_ms.aspx#About,WA,,,,Data/Technology, Data/Technology,,,,"Microsoft describes itself as the worldwide leader in software, services, and solutions that help people and businesses realize their full potential.",,,undocumented,"dataset.url,dataset.name
"
/Mintcom,Mint.com,https://www.mint.com,CA,,,,Finance & Investment, Finance & Investment,,,,Mint.com is a leading online personal finance tool..,,,undocumented,"dataset.url,dataset.name
"
/Mobissimo,Mobissimo,http://www.mobissimo.com/,CA,,,,Transportation, Transportation,,,,Mobissimo describes itself as the ultimate travel search engine with a simple mission: improve the way people seek and discover travel information.,,,undocumented,"dataset.url,dataset.name
"
/Monsanto,Monsanto,http://www.monsanto.com/Pages/default.aspx,MO,,,,Food & Agriculture, Food & Agriculture,,,,"Monsanto is a sustainable agriculture company, delivering agricultural products that support farmers around the world.",,,undocumented,"dataset.url,dataset.name
"
/Moodys,Moody's,https://www.moodys.com,NY,,,,Finance & Investment, Finance & Investment,,,,"Moody's Investors Service is a leading provider of credit ratings, research, and risk analysis.",,,undocumented,"dataset.url,dataset.name
"
/Morgan-Stanley-,Morgan Stanley ,http://www.morganstanley.com,NY,,,,Finance & Investment, Finance & Investment,,,,"Since 1935, Morgan Stanley has served as a preeminent financial advisor to companies, governments and investors from around the world.",,,undocumented,"dataset.url,dataset.name
"
/Morningstar-Inc,"Morningstar, Inc.",http://www.morningstar.com,IL,,,,Finance & Investment, Finance & Investment,,,,"Morningstar, Inc. is a provider of independent investment research in North America, Europe, Australia, and Asia, serving individual investors, financial advisors, asset managers, and retirement plan providers and sponsors.",,,undocumented,"dataset.url,dataset.name
"
/Mu-Sigma,Mu Sigma,http://www.mu-sigma.com,IL,,,,Data/Technology, Data/Technology,,,,"Mu Sigma, one of the world’s largest Decision Sciences and analytics firms, helps companies institutionalize data-driven decision making",,,undocumented,"dataset.url,dataset.name
"
/MuckRockcom,MuckRock.com,https://www.muckrock.com,MA,,,,Business & Legal Services, Business & Legal Services,,,,MuckRock makes it easier to file Freedom of Information Act requests so that its clients  can focus on analyzing and reporting on the issues.,,,undocumented,"dataset.url,dataset.name
"
/Municode,Municode,http://www.municode.com,FL,,,,Business & Legal Services, Business & Legal Services,,,,"Municode is the nation's largest, most experienced codifier, providing a wealth of legal, editorial, and publishing services for public and private sector customers",,,undocumented,"dataset.url,dataset.name
"
/National-Van-Lines,National Van Lines,http://www.nationalvanlines.com,IL,,,,Transportation, Transportation,,,,"National Van Lines provides moving services for households, corporate relocation, government and the military.",,,undocumented,"dataset.url,dataset.name
"
/Nautilytics,Nautilytics,http://www.nautilytics.com,MA,,,,Data/Technology, Data/Technology,,,,Nautilytics develops software that enables businesses to understand and make informed decisions from complex and dynamic data.,,,undocumented,"dataset.url,dataset.name
"
/NavTeq,NavTeq,http://www.navteq.com,Il,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"NavTeq Map data provides location information for in-car navigation systems, mobile, and other applications.",,,undocumented,"dataset.url,dataset.name
"
/Nerdwallet,NerdWallet,http://www.nerdwallet.com,"San Francisco, CA",2009,38,Private,,Information for consumers,"Education, Finance, Health and Health Care",Lead generation to other businesses,"At NerdWallet, we‚Äôre nerds who create great tools, crunch numbers and give you all the results -- unfiltered and unbiased. We‚Äôre the nerdy friend you can count on, no matter your money question -- banking, insurance, health care, investments, education, housing, travel, shopping -- you name it. We offer data-driven tools and impartial info to help you make solid decisions about the money you work hard to earn:

- Clear: Our tools are user friendly, so you save time.
- Unbiased: We use a numbers-based, analytic approach to give you objective results.
- Personalized: We customize results based on your financial preferences.
- Complete: Some sites list only products or services that make them money. We include everything we can find.

Some ways we can help guard your money:

- Choose credit cards: We help you find ones that will save you the most and give you the best rewards.
- Find deals: We help you shop smart -- bargains, coupons and more.
- Invest your money: We help you avoid ripoffs and figure out where your money can stay safe and grow.
- Stay or get healthy: We help you find affordable health care, from the best insurance to the best hospitals.
- Pay for college: We help you find scholarships, calculate loans and compare colleges, including law schools and MBA programs.","Nerdwallet helps consumers with money questions on banking, insurance, health care, investments, education, housing, travel, and shopping.","We want to help users better make every important financial decisions in their lives. Our key principles are consumer friendliness, long-term focus, innovation and improvement.","$0 raised -- we are profitable
Our business model supports a team of 50 (as of 12/10/13) and we are looking to add another 50!
We welcome over 1 million visitors to our site each month
In 2013 we launched a health business, where we focus on price transparency (using CMS and state data) and health insurance (where we rely on federal and state data).",questionnaire,"dataset.url,dataset.name
http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/Medicare-Provider-Charge-Data/index.html,CMS
census.gov,census.gov
"
/New-Media-Parents,New Media Parents,http://mommaps.com/,"San Francisco, CA",2009,,Private,,Information for consumers,"Arts,  Entertainment,  & Recreation","Advertising, User fees for web or mobile access","Mom Maps: Find kid friendly places & family fun areas with Mom Maps!
Mom Maps helps you find family fun places, kid friendly locations on the go! Search our extensive list of kid's parks, kid's playgrounds, kid's restaurants, kid's museums and kid's indoor play areas. Search by category or zip code, and you're good to go! In addition to a comprehensive kids play guide, you'll find contact information, reviews by parents, for parents and directions. Over 32,000 locations supported!   
Mom Maps is unique because it enables users to tap the collective wisdom of other parents and caregivers. Locations in our extensive database are parent-recommended and include tips, reviews, photos and video so that users can find places that best suit their child's interests. Mom Maps also partners with top parent bloggers and family travel experts to map their kid-friendly recommendations.","Mom Maps helps you find kid friendly locations on the go! Search an extensive list of parks, playgrounds, restaurants, museums and indoor play areas.",Not answered by company,Privately held company with no outside investors or partners.,questionnaire,"dataset.url,dataset.name
https://data.sfgov.org/,https://data.sfgov.org/
https://data.seattle.gov/dataset/City-Of-Seattle-Parks/kxj9-se6t,City of Seattle Parks
"
/Nexant,Nexant,http://www.nexant.com,CA,,,,Energy, Energy,,,,"Nexant provides intelligent grid software and clean energy solutions, expert in energy efficiency, demand side management, biomass, geothermal, solar, wind, hydrogen, natural gas, clean coal, and CO2 capture and sequestration.",,,undocumented,"dataset.url,dataset.name
"
/Next-Step-Living,Next Step Living,http://www.nextstepliving.com,MA,,,,Energy, Energy,,,,"Next Step Living helps make homes more energy-efficient to lower utility bills, increase comfort, and shrink their carbon footprint.",,,undocumented,"dataset.url,dataset.name
"
/NextBus,NextBus,http://www.nextbus.com,CA,,,,Transportation, Transportation,,,,"NextBus is dedicated to providing cost effective, high quality, reliable, real-time transportation information to the passengers and managers of public transit.",,,undocumented,"dataset.url,dataset.name
"
/Ngap-Incorporated,nGAP Incorporated,http://ngap.com,"Bonsall, CA",2008,25,Private,,Government Accountability & Transparency Solutions,"Other, Government itself","Subscriptions, User fees for web or mobile access","nGAP develops and markets acquisition solutions for government and other large organizations. Their experience with government contracting requirements provides the unique insight needed to create the financial and operational control large organizations expect. Their solutions conform to the strict regulations that their customers are required to follow. In addition, they incorporate forms libraries so that their solutions produce outputs in formats that each agency requires and can use within their own legacy systems.

nGAP developers are also experienced in integrating our solutions with legacy and financial systems, thereby providing increased value and assisting customers with accomplishing their core missions. Sitting on top of our contracting and order processing functions is a comprehensive reporting capability that can house data from a multitude of systems and agencies. Using forensic and reporting tools, nGAP's customers can implement oversight objectives across and within all organizational elements.","nGAP develops Cloud based SaaS solutions with a focus on accountability & transparency in government procurement, including the flagship product, the Open Acquisition System (OAS).","nGAP enables pro-active efforts to reduce waste/fraud/abuse across all government organizations, at every level. OAS is the only solution available for Accountability & Transparency which reduces procurement processing times from weeks/months to hours/days, with an average savings of 20% in processing costs.","As a private company, nGAP's financials are confidential.",questionnaire,"dataset.url,dataset.name
http://www.ngap.com/learn/using-oas/oas-structure-facilitates-reporting.aspx,US Contract / Task Order Spending Details
,Contract Repository
"
/Noesis,Noesis,https://www.noesisenergy.com/site/,TX,,,,Energy, Energy,,,,"Noesis is a leading web-based platform for energy efficiency projects, used by commercial and industrial energy professionals to unlock billions of dollars of potential energy savings.",,,undocumented,"dataset.url,dataset.name
"
/Nonprofitmetrics,NonprofitMetrics,https://www.nonprofitmetrics.com,"Washington, DC",2013,1,Private,,Data management and analysis,"Arts,  Entertainment,  & Recreation, Education, Finance, Health and Health Care, Scientific Research, Social Assistance, Other","Database licensing, Lead generation to other businesses, Subscriptions","NonprofitMetrics is an analytics website that helps companies sell to nonprofit organizations. Over 14,000 companies make a combined $40 billion a year selling goods and services to charities, foundations, schools, hospitals, and trade associations. However, these companies face difficulties finding, evaluating, and securing business with these nonprofits, because advertising and referrals only go so far to drive growth. NonprofitMetrics fills this gap by providing information and tools that help companies generate leads, research market trends, and benchmark organizations. Containing more detailed information and much more powerful analysis tools than the competition, NonprofitMetrics helps companies increase revenues by more effectively finding and evaluating leads, resulting in more informed sales meetings, increased conversion rates, and additional clients. Companies also cut costs by automating tedious analysis of potential leads, freeing up personnel to secure business and deliver client services. ","NonprofitMetrics is an analytics website that helps companies find, evaluate, and secure business with nonprofits","NonprofitMetrics provides pro-bono information and analysis on the nonprofit sector, contributing our data and analysis beneficial discourses such as 501(c)(4) ""scandals"", the overhead myth, and other important areas. We measure this impact through social engagement and dialogue among thought leaders.",Not answered by company,questionnaire,"dataset.url,dataset.name
https://bulk.resource.org/irs.gov/eo/doc/about.html,IRS 990s from Public.Resource.Org
http://www.irs.gov/uac/SOI-Tax-Stats-Exempt-Organizations-Business-Master-File-Extract-(EO-BMF),IRS Business Master File (BMF)
"
/North-American-Van-Lines,North American Van Lines,http://northamericanvanlines.com,IN,,,,Transportation, Transportation,,,,"North American Van Lines is a licensed, bonded and insured mover with physical locations throughout North America.",,,undocumented,"dataset.url,dataset.name
"
